review ID,review name,reviewer's name,reviewer's profile,review rating,review date,review text,verified purchase,vine customer review of free product,images
R2OBDBTCFU7KE0," Not happy",parmil,https://www.amazon.in/gp/profile/amzn1.account.AGACZ55ZK46NLJZTUK3F2ZZAQFCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 5, 2019",Product good but very poor service from Amazon basic,true,false,
R3AFBKOE6XMJCU," No installation done even after oneweek",venkata ramana miriampalli,https://www.amazon.in/gp/profile/amzn1.account.AGOMHT3ESK6F35USLOKNMQ2B22MA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 9, 2019","No one will be available for installation,,,no one will be answwring the customer care,,, everyone will be connecting to another but issue wont be solved",true,false,
R2VDOJFQNHMG5L," Product in Amazing but one star is because of Installation Agent and Process",OMKAR PUNEKAR,https://www.amazon.in/gp/profile/amzn1.account.AG2HGNCXZP66KWSZMAIUYDF6GWKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"April 15, 2021",This is one more best product from Amazon. Amazon I am always happy customer. Few things Amazon needs to be more careful about third party service agents. They are not professionals nor seen product before but visited my home for installation. Product is good.,true,false,
R1ZWE3VTUFU3TW," you get what you pay",risingsun,https://www.amazon.in/gp/profile/amzn1.account.AFI5BEZHJ4WDO6QH5C6DKS7JOQDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"May 15, 2021","Update 2: Its been 45 days since i raised complaint, multiple emails, phone calls, chats, and no one from amazon support is interested in helping either get the fridge replaced or repaired. You are just asked to wait 48 hours for a resolution and after days when you call them, again same mechanical '48 hours wait' is what you are asked.

Beware you are just buying an unbranded chinese fridge thinking that amazon brand will help you with the service but the customer support/service from amazon in appliances is really pathetic.

Edit: changing review to one star now. Worst cs experience with Amazon ever, fridge not working properly, booked service, one month now, no repair, amazon says contact their sister company cloudtail, cloudtail after calling and email multiple times says contact Amazon. Customer is left stuck.

1) looks rich but quality is average, the outer door is not scratch proof, even wiping off with cloth can create scratches

2) cools the food inside but not able to keep food fresh, complete condensation and water accumulation inside the fridge",true,false,
R2ODQWSUAMJ285," Very upset with the services for own brand product",Nirav Desai,https://www.amazon.in/gp/profile/amzn1.account.AFLMJLFCNVXKTX5WXQQ6R5SY7KNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 8, 2019","Product is nice but service for installation and demo is very bad, after taking product 4 days passed still installer ,demo people not arrived
Better to buy branded product rather then Amazon own product",true,false,
R161K316ZWKGAI," Deficiency In service",yogesh,https://www.amazon.in/gp/profile/amzn1.account.AEKAJNCNJCSEOCQ3U3R774HZIZSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 13, 2019","The product was delivered on time on 1/10/19. It had some scratches on the panel , the same were not noticed at the time of delivery inspection. The installation process was worst. No one turned up to install on scheduled time, neither anyone informed that installation was not possible on scheduled time. I wasted my full day waiting and calling Amazon and Amazon Basics. Nobody responded or accepted responsibility. After repeated calls someone named Ravindra called me informing me at 10.20 pm that it would be installed next day. Again i made myself available to receive someone to install. Still another Day was wasted. Then i received message next day that installation would be processed in 48 hours. One of the worst experience I faced buying Amazon products.
It was finally installed after 9 days after delivery.
The refrigerator heat's up a lot. In 30 minutes both sides were extremely hot like Iron. Skin can burn if you hold for 30 seconds. , Very dangerous if you have small kids at home.

Not at all satisfied with the service. Complete deficiency in service. Amazon needs to compensate for the same.",true,false,
RYX5DJ2EPCX6C," Worst product ever.",Sahil M.,https://www.amazon.in/gp/profile/amzn1.account.AER55BFHJG5GWQ34AGO5BASYH5VQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"September 18, 2020",Most pathetic product ever. And worst after sale services ever. I am being harassed for over a month and no body is even trying to repair it. I am on phone 1 hour daily to reach customer care but they just keep bouncing my calls from one executive to another. They say it's normal for ice to melt in freezer during rainy season. Are you kidding me. My 15 year old LG fridge works much better than this.,true,false,"https://images-na.ssl-images-amazon.com/images/I/61+FrfQxFDL.jpg
https://images-na.ssl-images-amazon.com/images/I/61xpv7Z5xaL.jpg
https://images-na.ssl-images-amazon.com/images/I/71lI9xyHQuL.jpg"
R1B0JDMGORTDAC," Excellent refrigerator for big family",Vishnu2060,https://www.amazon.in/gp/profile/amzn1.account.AG6GWVZ37MZELY2EZFKRKT5LVJ6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 5, 2019","Amazon packaging was awesome. Superb refrigerator. Quality is excellent. Love the water dispenser feature. Touch controls are awesome. Most of all it is from amazon itself. So I am hoping amazon would provide good after sale service.
Dislikes:
1) Never received a call from installer even after multiple queries raised from my end. Amazon csr has no clue how to help me.
2) Nothing mentioned about whether I need a stabilizer or not. I am buying one anyway.",true,false,"https://images-na.ssl-images-amazon.com/images/I/61TdYwCPLkL.jpg
https://images-na.ssl-images-amazon.com/images/I/71CoKO0O6dL.jpg
https://images-na.ssl-images-amazon.com/images/I/71bhU6TT5xL.jpg
https://images-na.ssl-images-amazon.com/images/I/71m0cOmZXkL.jpg"
R1CJXWASY1CVEH," Excellent quality and Super Quiet!",Ashok Kumar,https://www.amazon.in/gp/profile/amzn1.account.AFDSOMTTJP3EYZOU4D7W5RFWRUHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 6, 2019","I was looking for a bigger capacity as my 300 litre fridge was running out of space and this was the perfect choice for me without a big hole in my pocket.

Manufactured by Hi-Sense and I must say the operation is very silent. You can barely hear any noise coming from the fridge which is in sharp contrast to my 9 year old fridge. Space is excellent, provided you use the freezer portion. Overall very happy with the product. Cooling is great. Temperature can be adjusted, LED light is super bright. Needs a stabilizer, same is mentioned on the fridge.

Alarm function is there if door kept open for long time, I think maybe a couple of mins. Water dispenser is provided as well for people who like to drink cold water right from the fridge. Fridge can be moved very easily as it has 4 wheels but lifting could be a challenge as it is very heavy. Back side is completely closed unlike other brands

Overall it's a great purchase and quality is good too. Hopefully compressor will last long.",true,false,"https://images-na.ssl-images-amazon.com/images/I/710V+vAGYML.jpg
https://images-na.ssl-images-amazon.com/images/I/71H4oIpPFuL.jpg
https://images-na.ssl-images-amazon.com/images/I/71ZcjnOR1rL.jpg
https://images-na.ssl-images-amazon.com/images/I/71nXJZKdXWL.jpg
https://images-na.ssl-images-amazon.com/images/I/71tNfNL80EL.jpg"
RDD98XK0RUH5I," Worst service and Product ever purchased on Amazon India",Jose,https://www.amazon.in/gp/profile/amzn1.account.AFJBHFKSYBDTCE7MZ6SRX2IMJD3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"May 28, 2020","One of the worst piece of equipment bought ever from Amazon other , From the get go it was trouble , The machine stopped working in 4 months , Service engineer never bothers to come before the COVID pandemic they call take the model number and say that we will order a part that might have been faulty if its a faulty part recall the damn product , The part never arrived in Feb and than during COVID lockdown the Amazon team could not be bothered , And hence have been living without a fridge for 3 months , Now again they call up say the same thing that a part is being shipped and they will replace the part , Within a week , Last time they never came for a Month I am not hoping for any better service this time either for a consumer focussed and obsessesd brand selling private label goods with their own branding they have the worst service network no one is bothered , Really pathetic services from Amazon Basics Team.",true,false,
R12XS1IL2EI6XH," Please don’t buy , it’s a fake product",Maria C. Frasca,https://www.amazon.in/gp/profile/amzn1.account.AGGDGIH5R5MBAJC6YHBY7VXME5XQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"August 27, 2020","Please don’t buy any amazon basic product, I brought the refrigerator for my new home in India, back in May , because of COVID-19 , we did house warming at August 17 , same day we turn on and the refrigerator is not working, multiple times I contact amazon regarding this finally they give some outsourced agency number, they are not answer I really don’t know what to do , I’m settled in USA. Look like I have to through the refrigerator and get new one from some authentic brand at least I get some service. My INR 44000 in water . I wish I would have use for one day",true,false,
RCNV571U546CK," Thumbs up from my side. But this is just a rebranded fridge",Sekhar,https://www.amazon.in/gp/profile/amzn1.account.AGZMMFO7ELUOJYAS6RI6OGHAM3QQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 7, 2019","This is just a rebranded version of
BPL 564 L Frost Free Side-by-Side Refrigerator(BRS564H, Silver) https://www.amazon.in/dp/B0747XDSQT/ref=cm_sw_r_cp_apa_i_L8MODb66TR8T5

As far as this product goes, so far, too good.
Bought in the great Indian sale for Rs. 38,999.
Surprisingly got a hefty cashback too.
Sturdy package, big applause for the delivery guys too.
No installation guys came though. I myself assembled the glasses ( I'm just boasting, there's no need for professional assistance)
Using since a week, I'm satisfied to the fullest (till now no issues. I'll update, if anything comes up)
This is a very huge upgrade from a 210ltr.
Very spacious, rapid cooling, easy interface, AI is not much of ""AI"", just some presets (I think so)
The water dispenser is one plus point on many others.",true,false,https://images-na.ssl-images-amazon.com/images/I/71gffXOXKLL.jpg
R2UTQJOORXWFW3," Worst refrigerator amazonbasics",prashanth,https://www.amazon.in/gp/profile/amzn1.account.AG3RUHZTUKNULVEWHVJFFHEIAMXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"February 15, 2021",Video Player is loading.,true,false,
R3PHCZ3MEJA7O7," Worst brand ever",Mithilesh,https://www.amazon.in/gp/profile/amzn1.account.AFP5AEZBH5XCTNTECUHXGLRZHYJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"May 29, 2021",Never buy anything of amazon brand no service given at all they sell cheap made products this fridge has water issues inside it stops in middle for some time and all items of fridge gets wasted furthermore i asked for watentee claim since 20 days they said 48 hours everytime and give me a nunber for technician same person all the time and that guy whose number amazon gives me says he dosent work for this department i am tired of being harresed i request all the people dnt buy anything provided by amazon brand they are not worth the because they dont provide any service claimed by them while selling prodict,true,false,
R21SK5BN2FCQGZ," Recommended. Value for money.",Dr. Dhruman Desai,https://www.amazon.in/gp/profile/amzn1.account.AGNVTHUVQ3CUOHMIA65ZPEG7SURA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 13, 2021","Installation as per requirement and happened smoothly as per schedule, contrary to other reviews. Have been using for a month with no issues at all. The cooling and chilling functions are good. The compressor is very silent and one hardly realises that it is working. The heat generated is also not noticeable/felt. The water dispenser is a great utility. U don’t have to open the fridge every now and then. The capacity of the dispenser is approximately 3.25 litres!!. No complains so far and I have no hesitation in recommending it to others.",true,false,"https://images-na.ssl-images-amazon.com/images/I/71g71q7JyRL.jpg
https://images-na.ssl-images-amazon.com/images/I/71uxM3WayML.jpg"
R4TA74GSO018Y," Product AmazonBasics 564 L Frost Free Side-by-Side Refrigerator",PG,https://www.amazon.in/gp/profile/amzn1.account.AEK2DOBTOYNVLY63X24BEFF3IYNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"March 3, 2021","I bought the AmazonBasics 564 L Frost Free Side-by-Side Refrigerator recently (with 3 years extended One assist plan as well) for my parent in India with lots of confidence but unfortunately I was very disappointed with over all service on the product right from delivery , installation and the product design.I don't recommend as there are better products which has longer warranty and better service support.installation services are bad as the vegetables are frozen, hope they fix or replace the refrigerator.",true,false,
R25BX33RF3Q93B," Value for money",manoj rahul,https://www.amazon.in/gp/profile/amzn1.account.AHHMIHKA2MKNYMKI4Z64JPHM6ZYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 13, 2021","Quality is excellent..

wheels underneath will help you move the refrigerator easily when it is empty.. once you fill in the stuff, it doesn’t move
only difficulty i encountered was, deep freezer is too large (40% of entire fridge).. i wont be using too many frozen items and you cant even use left side of bottles tray as it is into deep freezer side so i had to use one of the right side stuffs tray for the water bottles",true,false,https://images-na.ssl-images-amazon.com/images/I/81C9+wNO5XL.jpg
R22WAHAAC5438K," Dislike this 564 ltrs side by side fridge",vidya,https://www.amazon.in/gp/profile/amzn1.account.AHVY3FDHCGFWKVRRARFQHZSQBNDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"September 13, 2021","We complained to the customer care well with in the waranty time. There was no response after waranty period is over they told us to get it repaired outside. Pathatic customer care. We called outside repair after paying ₹4350 we were told that there is technical flaw in this model and suggested us to use this fridge as a coldstorage and buy some other company fridge for kitchen requirements. We are cheated by Amazon company by selling a technical deffect product. The staff made us suffer with their bureaucratic methods during our hundreds of calls to complain them. Every time there was standard reply to wait for 48 hours, 3 days etc but were not able to send a technician to check the defent in the fridge. I think they know very well the defect in this model.",true,false,https://m.media-amazon.com/images/I/D1lGwmxj62S.jpg
R2OTOXP8BR67N0," Elegant, sturdy, spacious. 5 stars in all",Ranji Thomas,https://www.amazon.in/gp/profile/amzn1.account.AH746WWXJTQATAZQIZAFFRG6NWWA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"April 30, 2021","My cousin had been pushing us to buy this fridge after he had bought the same and was very pleased with it. But when I saw the reviews there seemedto be a lot of complaints, i realized with installation. But then its a fridge all one needs is to plug it in after 12hrs. Whats there to install??!
So we bought ours without the installation. And what a beauty it is! Very spacious for me cos I upgraded to this from a 250ltr. The cold water dispenser is the best part. My husband and kids are forever using it. Its been a few months now, sturdy and no complaints. Would def recommend it!!
Ps. My electricity consumption has gone but that would have been the case with any bigger fridge",true,false,
RSK5Q99735DXY," looks good but quality not",kaushik,https://www.amazon.in/gp/profile/amzn1.account.AEOBM6AQNK6JTGB6MWNZ7WIUPQCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,3,"May 14, 2021","After using it for a month , below are the findings:
water droplets ( like moist) in every container body, inside outlets and on the shell of the eggs. no matter what setting it is in.
Freezer is not convertible.
Vacation mode not available.
Finishing in the top corner of the fridge is not even.. its bit high thus unable to notice in first look.
Water drops from the drinking water outlet tap in the door.",true,false,
RZLBSYFKISCMG," TWO DEFECTIVE FRIDGES IN A ROW!!!",AnyGivenTuesday,https://www.amazon.in/gp/profile/amzn1.account.AGPQUJBLHETTKD6JPLGOKMWB3SZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"July 29, 2021","One day after ordering the product the water compartment started leaking both from the inside and the outside flooding the fridge and my kitchen.

The service from Amazon is an absolute joke. Please do not buy this product, you will not get a technician to fix, or replace it if anything goes wrong. An absolute disgrace. There are thousands of reviews stating the same thing, please don't be another victim like me.

The new fridge was finally installed two weeks later and promptly began to leak one hour later, flooding my kitchen again.",true,false,
R2YULHZ4JDPUK," No Installation Provided",Jazib Rahman,https://www.amazon.in/gp/profile/amzn1.account.AHMLSOORBAYZ23HXEJLB5V2KDN3Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 23, 2019","1 Star is for the pathetic service from Amazon Basics.
It is very difficult to get service from Amazon Basics. Amazon customer service denied help by saying that issue with installation belongs to Amzon Basics Customer service. Minimum hold time was more than 20 mins. And even after my call went through they did not visit my place. I ordered the product, it got delivered in time but no one came for installation even after multiple follow-up. And within this time return policy expired. This is the case when the product is new, don't know what will happen after some days if ai need any service.

Regards,
Sad Amazon Customer",true,false,
R2V3FUKHLKAF25," Revised review",Deshant Sharma,https://www.amazon.in/gp/profile/amzn1.account.AHRXSOO7BU7JCXNFGD5D6B23MYZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 8, 2019","Edit 2: over 4 months of usage, no problems, working flawlessly.

Edit: around 45 days of usage, no problem so far. Continues to work noiselessly.

Was delivered on time and installation happened same day. Noiseless operation, perfect cooling so far.

Will update this review if something bad happens, for now, you can trust other reviews saying it's a hell of a product, one of the best out there.",true,false,
R20QRPRP3SCHC6," Good appliance but service is poor.",Aayushi Rastogi,https://www.amazon.in/gp/profile/amzn1.account.AHYIBMMBU6Y7JFY3WQJAJD63U52A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"October 9, 2019","The fridge is overall good...at such a good price ...well ,but the customer service is so poor..even after asking the customer care for installation of the appliance...no person came yet...so I installed the fridge with the help of the manual....they didn't even respond well...so I am afraid if some glitchs may appear in future then how i will manage...as they have provided for some guarantee...but what if they are not going to respond customers well.....hope so the service will improve in coming days.",true,false,https://images-na.ssl-images-amazon.com/images/I/61A7Gmmef2L.jpg
R34B2OKZ4I87F6," Very much disappointed",Ghayas Khan,https://www.amazon.in/gp/profile/amzn1.account.AEDXTCV7OH7AG3DMFCHANQ5QHINA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 13, 2019","Good looking and excellent product silently working but We have an issue regarding its installation, there is no installation man available till now .
Now it worked only for 5 days till 22 nd October, since that day the refrigerator is not working, the service technician came to me 3 times but he didn't know about it's mechanism so my problem could not be resolved till date. The Amazon's after sales services is very worst, I had talked to Amazon customer care executive many more times but my problem is not resolved till date, I am very pathetic.",true,false,
R1MPY4ESYR353R," Stylish, Sleek and Spacious Fridge but no BEE STAR Energy Rating label",Ranjan Gupta,https://www.amazon.in/gp/profile/amzn1.account.AHLKJZTY27VYDRV4O5VFCZBWMUKQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,4,"February 21, 2021",It's a very good looking stylish fridge with ample space. The sleek design ensure I could fit in my kitchen and bring to 7th floor by lift unlike other brands that are more bulky. I am not aware who is the original manufacturer on which Amazon has done it's branding. The only drawback is there is no BEE Star Rating label on the Amazon Basic Fridge. I believe it is mandatory but Amazon not providing the rating label. Though It's available for other fridge. Difficult to compare energy efficiency vs others.,true,false,
R1M7TX80I71RHN," Bang For The Buck !!! Best 43000 rs. Refrigerator out there, No competition at this Price !!!",Prashant Katheriya,https://www.amazon.in/gp/profile/amzn1.account.AGJ4VS4GMX5YRACXWFIBFTQG7S7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"October 5, 2020","More than enough cooling, smart fans, Killer looks and aesthetics. Totally satisfied with product and Delivery !!!! Beware it's 101 Kilograms in total weight so one person just won't be able to open it or move it in any safer way. Must wait for the installation engineer .",true,false,https://images-na.ssl-images-amazon.com/images/I/719-r8PMSrL.jpg
R241CF6J0T9Z5K," Amazon basic 564L- wast of money",KL,https://www.amazon.in/gp/profile/amzn1.account.AFORE6LUZGI4CXI5ZWCG6CMBDL3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,1,"October 13, 2020","As the name suggest it should be defrosting, but as per the Amazon guy it is not. Within 10-11 month it stopped freeze ice, so it must be high on warmth not low which is primer function of a refrigerator.
Service standard are so high that customer service guy wants to talk to you again and again, that is why they don’t act on their promises.
If you have 35-40 thousand and wants to do social service to add bank balance of Amazon then please buy this refrigerator.",true,false,
R19BDL97XC1WPH," Awesome product..",MD,https://www.amazon.in/gp/profile/amzn1.account.AEIBBOO5DTYOHJAKYV7HBSQRSNNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5,"May 30, 2020","Awesome product,having plenty of space, it is more than enough for 5 to 6 members family, The only problem I faced is power adapter fits for 16amp capacity socket only, which I don't have in my house at that time. Delivery is delayed a little bit, however packing is excellent.. I tired calling the customer care service for demo & installation as mentioned in other reviews, after 3 days, they only called and came for demo, meanwhile installation is done by ourself. It is straight forward only, just followed the guidelines. Overall awesome..",true,false,
